club,last_name,first_name,position,base_salary,guaranteed_compensation
Vancouver Whitecaps,Salgado,Omar,F,95000.0,136868.67
San Jose Earthquakes,Salinas,Shea,M,93975.0,100219.15
New York Red Bulls,Sam,Lloyd,F,130000.0,130000.0
Columbus Crew,Sanchez,Matias,M,190000.0,230000.0
FC Dallas,Sanchez,Richard,GK,46500.0,63500.0
Colorado Rapids,Sanchez,Vincente,F,144000.0,186187.5
Real Salt Lake,Sandoval,Devon,F,35125.0,35125.0
Vancouver Whitecaps,Sanvezzo,Camilo,F,210000.0,247500.0
Sporting Kansas City,Sapong,CJ,F,75000.0,92000.0
DC United,Saragosa,Marcelo,M,110000.0,110000.0
Houston Dynamo,Sarkodie,Kofi,D,100000.0,145500.0
LA Galaxy,Sarvas,Marcelo,M,157500.0,184375.0
Real Salt Lake,Saunders,Josh,GK,90000.0,95250.0
Columbus Crew,Schoenfeld,Aaron,F,46500.0,46500.0
Real Salt Lake,Schuler,Chris,D,100000.0,117000.0
Seattle Sounders FC,Scott,Zach,D,50000.0,50000.0
DC United,Seaton,Michael,F,35125.0,38125.0
Chicago Fire,Segares,Gonzalo,D,155000.0,168333.33
FC Dallas,Seitz,Chris,GK,90000.0,90000.0
New York Red Bulls,Sekagya,Ibrahim,D,129999.96,158999.96
New England Revolution,Sene,Saer,F,200000.0,211537.54
Colorado Rapids,Serna,Dillon,M,46500.0,59500.0
DC United,Shanosky,Conor,D,75000.0,89218.83
New England Revolution,Shuttleworth,Robert,GK,80004.0,84504.0
DC United,Silva,Luis,M,70400.0,105400.0
Portland Timbers,Silvestre,Mikael,D,180000.0,186666.67
New England Revolution,Simms,Clyde,M,87500.0,90833.33
Sporting Kansas City,Sinovic,Seth,M-D,90000.0,96750.0
Columbus Crew,Sloan,Shawn,M,35125.0,35125.0
Montreal Impact,Smith,Blake,M,46500.0,80250.0
New England Revolution,Smith,Donnie,M,35125.0,35125.0
Colorado Rapids,Smith,Jamie,M,46500.0,46500.0
New England Revolution,Soares,AJ,D,103345.0,143345.0
New England Revolution,Soffner,Luis,GK,35125.0,35125.0
LA Galaxy,Sorto,Oscar,D,46500.0,48375.0
CHV,Soto,Josue,M,35125.0,35125.0
Chicago Fire,Soumare,Bakary,D,310000.0,350000.0
Columbus Crew,Speas,Ben,F,62000.0,62000.0
New York Red Bulls,Steele,Jonny,M,99996.0,107746.0
LA Galaxy,Stephens,Michael,M,84755.0,106005.0
Real Salt Lake,Stephenson,Khari,M,77500.0,81958.33
Real Salt Lake,Stertzer,John,M,46500.0,75250.0
San Jose Earthquakes,Stewart,Jordan,M-D,108000.0,108000.0
Colorado Rapids,Sturgis,Nathan,D-M,93712.5,97962.5
POOL,Stuver,Brad,GK,35125.0,35125.0
DC United,Syamsir,Alam,M,46500.0,46500.0
Houston Dynamo,Taylor,Jermaine,D,160000.0,169500.0
Columbus Crew,Tchani,Tony,M,130000.0,155000.0
Vancouver Whitecaps,Teibert,Russell,M,60000.0,65600.0
Colorado Rapids,Thomas,Hendry,M,180000.0,200000.0
Toronto FC,Thomas,Michael,M,57750.0,60713.21
Vancouver Whitecaps,Thomas,Simon,GK,35125.0,35125.0
Chicago Fire,Thompson,Wells,M,105000.0,113125.0
DC United,Thorrington,John,M,150000.0,150000.0
New England Revolution,Tierney,Chris,D-M,82265.63,83932.29
Montreal Impact,Tissot,Maxim,D,35125.0,35125.0
New England Revolution,Toja,Juan,M-F,275000.0,295000.0
FC Dallas,Top,Jonathan,F,46500.0,46500.0
Chicago Fire,Tornaghi,Paolo,GK,46500.0,46500.0
CHV,Torres,Erick,F,129996.0,129996.0
Colorado Rapids,Torres,Gabriel,F,264000.0,276500.0
Philadelphia Union,Torres,Roger,M,121968.0,125093.0
DC United,Townsend,Casey,F,56650.0,91650.0
San Jose Earthquakes,Tracy,Marcus,F,46500.0,46500.0
Seattle Sounders FC,Traore,Djimi,D,120000.0,120000.0
Columbus Crew,Trapp,Wil,M,100000.0,127000.0
Portland Timbers,Tucker-Gangnes,Dylan,D,35125.0,35125.0
Montreal Impact,Ubiparipovic,Sinisa,M,57750.0,57750.0
FC Dallas,Ulloa,Victor,M,46500.0,49000.0
Portland Timbers,Urruti,Maximiliano,F,200000.04,200000.04
Philadelphia Union,Valdes,Carlos,D,321000.0,321000.0
Portland Timbers,Valencia,Jose Adolfo,F,50000.0,65000.0
Montreal Impact,Valentin,Zarek,D,100000.0,152000.0
Portland Timbers,Valeri,Diego,M,400000.0,400000.0
Real Salt Lake,Velasquez,Sebastian,M,46500.0,46500.0
Columbus Crew,Viana,Agustin,D-M,105000.0,131666.67
Chicago Fire,Videira,Michael,M,46500.0,47125.0
CHV,Villafana,Jorge,F,69300.0,70966.67
LA Galaxy,Villarreal,Joseph,M,46500.0,48375.0
Columbus Crew,Wahl,Tyson,D,76000.0,80666.67
LA Galaxy,Walker,Kenney,M,46500.0,46500.0
Colorado Rapids,Wallace,Anthony,D-M,66563.7,66563.7
Portland Timbers,Wallace,Rodney,M-D,125000.0,150000.0
Montreal Impact,Warner,Collen,M-F,110000.0,137500.0
FC Dallas,Warshaw,Bobby,D,50820.0,62070.0
Columbus Crew,Warzycha,Konrad,M,46500.0,46500.0
Vancouver Whitecaps,Watson,Matt,M,68250.0,79251.98
FC Dallas,Watson,JeVaughn,M,100000.0,116875.0
Real Salt Lake,Watson-Siriboe,Kwame,D,53240.0,53240.0
Houston Dynamo,Weaver,Cam,F,100000.0,108406.67
Toronto FC,Welshman,Emery,F,46500.0,46500.0
Montreal Impact,Wenger,Andrew,D/F,120000.0,222000.0
Philadelphia Union,Wheeler,Aaron,F,46500.0,46500.0
DC United,White,Ethan,D,75000.0,91000.0
Toronto FC,Wiedeman,Andrew,F,55000.0,65000.0
Columbus Crew,Williams,Josh,D,52313.0,52313.0
Philadelphia Union,Williams,Sheanon,F,105000.0,110500.0
DC United,Willis,Joe,GK,46500.0,46500.0
Real Salt Lake,Wingert,Chris,D,160598.0,167598.0
Columbus Crew,Withrow,Daniel,GK,35125.0,35125.0
San Jose Earthquakes,Wondolowski,Chris,M,550000.0,600000.0
FC Dallas,Woodberry,London,D,46500.0,46500.0
New England Revolution,Woodbine,O'Brian,D,46500.0,49882.13
DC United,Woolard,Daniel,D,100000.0,100000.0
New York Red Bulls,Wright-Phillips,Bradley,F,50000.04,92500.04
Colorado Rapids,Wynne,Marvell,D,200000.0,285000.0
Seattle Sounders FC,Yedlin,DeAndre,D,50000.0,53500.0
Vancouver Whitecaps,Young-Pyo,Lee,D,196900.0,231100.0
Seattle Sounders FC,Zakuani,Steve,F,135000.0,233000.0
LA Galaxy,Zardes,Gyasi,F,100000.0,173000.0
Seattle Sounders FC,Zavaleta,Eriq,F,65000.0,95600.0
Portland Timbers,Zemanski,Ben,M,73500.0,76000.0
FC Dallas,Zimmerman,Walker,D,75000.0,155100.0
Portland Timbers,Zizzo,Sal,F,76781.0,85987.77
FC Dallas,Zobeck,Kyle,GK,35125.0,35125.0
Sporting Kansas City,Zusi,Graham,F-M,350000.0,383250.0
