club,last_name,first_name,position,base_salary,guaranteed_compensation
Chicago Fire,Bone,Corben,M,100000.0,161200.0
Real Salt Lake,Bonfigli,Emiliano,F,44000.0,44000.0
Vancouver Whitecaps,Bonjour,Fernando,D,192000.0,276987.5
Real Salt Lake,Borchers,Nat,D,200004.0,211972.75
New York Red Bulls,Borrajo,Jonathan,M-D,44000.0,44000.0
DC United,Boskovic,Branko,M,195240.0,242340.0
Houston Dynamo,Boswell,Bobby,D,200000.0,200000.0
CHV,Bowen,Tristan,F,100000.0,131363.63
Portland Timbers,Boyd,Kris,F,1250000.0,1515000.0
LA Galaxy,Boyens,Andrew,D,62500.0,65783.33
Portland Timbers,Braun,Frederick,M,44000.0,44000.0
Real Salt Lake,Braun,Justin,F,102000.0,104500.0
New England Revolution,Brettschneider,Blake,F,33756.0,33756.0
Montreal Impact,Brovsky,Jeb,M,33750.0,33750.0
Houston Dynamo,Bruin,Will,F,90000.0,135000.0
Portland Timbers,Brunner,Eric,D,100000.0,100625.0
LA Galaxy,Buddle,Edson,F,225000.0,225000.0
Sporting Kansas City,Bunbury,Teal,F,100000.0,198000.0
Seattle Sounders FC,Burch,Marc,D,65000.0,65000.0
CHV,Burling,Bobby,D,48000.0,51333.33
San Jose Earthquakes,Busch,Jon,GK,155004.0,166337.33
Montreal Impact,Bush,Evan,GK,44000.0,44000.0
New York Red Bulls,Cahill,Tim,M,3499999.92,3624999.92
CHV,Califf,Danny,D,275000.0,275000.0
Montreal Impact,Camara,Hassoun,D/M,75000.0,75000.0
Houston Dynamo,Camargo,Luiz,M,192000.0,202000.0
Toronto FC,Cann,Adrian,D,126000.0,134750.0
Vancouver Whitecaps,Cannon,Joe,GK,166250.0,175666.67
New England Revolution,Cardenas,Fernando,M/F,99996.0,99996.0
CHV,Cardozo,Paolo,M,70000.0,81250.0
Houston Dynamo,Carr,Calen,F,78554.0,82804.0
Seattle Sounders FC,Carrasco,Servando,M,44100.0,44100.0
Philadelphia Union,Carroll,Brian,M,168000.0,168000.0
Colorado Rapids,Cascio,Tony,M,44000.0,77750.0
Colorado Rapids,Casey,Conor,F,400000.0,400000.0
Seattle Sounders FC,Caskey,Alex,M,33756.0,33756.0
FC Dallas,Castillo,Fabian,F,50000.0,56250.0
Colorado Rapids,Castrillon,Jaime,M,50000.0,68375.0
Seattle Sounders FC,Cato,Cordell,F,44000.0,44000.0
Sporting Kansas City,Cesar,Julio,D,252000.0,255750.0
Colorado Rapids,Ceus,Steward,GK,44100.0,44100.0
DC United,Chabala,Michael,M,75000.0,83333.33
Portland Timbers,Chara,Diego,M,150000.0,193750.0
San Jose Earthquakes,Chavez,Marvin,M,150000.0,150000.0
Houston Dynamo,Ching,Brian,F,192000.0,236000.0
Houston Dynamo,Clark,Colin,M,105427.0,110427.0
Houston Dynamo,Clark,Ricardo,M,260000.04,293750.04
Vancouver Whitecaps,Clarke,Caleb,F,44000.04,44000.04
Sporting Kansas City,Collin,Aurelien,D,210000.0,216250.0
New York Red Bulls,Conde,Wilman,D,125000.0,141666.67
Sporting Kansas City,Convey,Bobby,M,200000.0,215000.0
New York Red Bulls,Cooper,Kenny,F,275000.0,292500.0
Toronto FC,Cordon,Oscar,M,44000.0,44000.0
San Jose Earthquakes,Corrales,Ramiro,M,173250.0,183875.0
CHV,Correa,Jose Erik,F,48000.0,48000.0
CHV,Courtois,Laurent,M,120000.0,120000.0
Houston Dynamo,Creavalle,Warren,D,44000.0,44000.0
San Jose Earthquakes,Cronin,Sam,M,71156.25,119156.25
Philadelphia Union,Cruz,Danny,M,100000.0,106500.0
Colorado Rapids,Cummings,Omar,F,81999.96,95999.96
Philadelphia Union,Daniel,Keon,M,55000.0,59410.0
Portland Timbers,Danso,Mamdou,D,82500.0,82500.0
Vancouver Whitecaps,Davidson,Jun Marques,M,67500.0,71136.67
Houston Dynamo,Davis,Brad,M,265000.0,312062.5
San Jose Earthquakes,Dawkins,Simon,M,50000.0,50000.0
FC Dallas,de Guzman,Julian,M,1863996.0,1910746.0
LA Galaxy,DeLaGarza,AJ,D,90000.0,112500.0
DC United,Deleon,Nick,M,44000.0,79000.0
CHV,Delgado,Marco,M,44000.0,46500.0
Vancouver Whitecaps,DeMerit,Jay,D,300000.0,350000.0
Houston Dynamo,Deric,Tyler,GK,44100.0,44100.0
DC United,DeRosario,Dwayne,M,617857.2,663190.53
Montreal Impact,Di Vaio,Marco,F,1000008.0,1937508.0
New York Red Bulls,Digao,Rodrigo,D,90000.0,90000.0
Portland Timbers,Dike,Bright,F,55000.0,57937.5
Houston Dynamo,Dixon,Alex,M,47250.0,52250.0
LA Galaxy,Donovan,Landon,F,2400000.0,2400000.0
DC United,Dudar,Emiliano,D,225000.0,238333.33
Columbus Crew,Duka,Dilaver,M,110000.0,243000.0
Toronto FC,Dunfield,Terry,M,86000.0,86000.0
LA Galaxy,Dunivant,Todd,D,140000.0,146750.0
Seattle Sounders FC,Duran,Andrew,D,33750.0,33750.0
Sporting Kansas City,Dwyer,Dom,F,60000.0,72500.0
DC United,Dykstra,Andrew,GK,44004.0,44004.0
Toronto FC,Eckersley,Richard,D,210000.0,390000.0
Sporting Kansas City,Ellis,Kevin,D,44000.0,44750.0
Toronto FC,Emory,Logan,D,44000.0,44000.0
Real Salt Lake,Espindola,Fabian,F,125000.0,125000.0
Sporting Kansas City,Espinoza,Roger,M,125000.0,158750.0
Seattle Sounders FC,Estrada,David,F,44000.0,44000.0
Seattle Sounders FC,Evans,Brad,F,145475.0,159225.0
New England Revolution,Fagundez,Diego,F,55000.0,56000.0
Philadelphia Union,Farfan,Gabriel,M,46200.0,46200.0
Philadelphia Union,Farfan,Michael,M,57200.0,94700.0
New England Revolution,Feilhaber,Benny,M,400000.0,446000.0
Chicago Fire,Fernandez,Alvaro,M,300000.0,366666.67
Real Salt Lake,Fernandez,Eduardo,GK,33750.0,33750.0
Montreal Impact,Ferrari,Matteo,D,130000.0,185475.0
FC Dallas,Ferreira,David,M-F,600000.0,705000.0
Columbus Crew,Finlay,Ethan,F,44000.0,59000.0
Seattle Sounders FC,Ford,Josh,GK,44000.0,44000.0
Chicago Fire,Franco,Guillermo,F,174000.0,174000.0
LA Galaxy,Franklin,Sean,D,205000.0,228333.33
Colorado Rapids,Freeman,Hunter,D,105000.0,110792.5
Toronto FC,Frei,Stefan,GK,120000.0,175000.0
Chicago Fire,Friedrich,Arne,D,175000.0,230833.33
Toronto FC,Frings,Torsten,M,2000000.0,2413666.67
Portland Timbers,Fucito,Michael,MF,44100.0,44100.0
Philadelphia Union,Gaddis,Raymon,D,33750.0,33750.0
Houston Dynamo,Garcia,Oscar,F,120000.0,151250.0
LA Galaxy,Garcia,Rafael,M,33750.0,33750.0
Montreal Impact,Gardner,Joshua,M,54120.0,54120.0
Chicago Fire,Gargan,Daniel,M,88000.0,88000.0
San Jose Earthquakes,Garza,Sam,M,65000.0,91500.0
New York Red Bulls,Gaudette,Bill,GK,60000.0,63255.0
LA Galaxy,Gaul,Bryan,F,33750.0,33750.0
Columbus Crew,Gaven,Eddie,M-F,190000.0,195000.0
New England Revolution,Gavin,Blair,M,60000.0,80000.0
Columbus Crew,Gehrig,Eric,M,44000.0,44000.0
Columbus Crew,George,Kevan,M,33750.0,33750.0
Chicago Fire,Gibbs,Cory,D,165000.0,165000.0
Real Salt Lake,Gil,Luis,M,101531.0,196614.33
San Jose Earthquakes,Gjertsen,Joey,M,85000.0,93625.0
Portland Timbers,Gleeson,Jake,GK,62500.0,66125.78
Philadelphia Union,Gomez,Gabriel,M,275000.0,294702.5
FC Dallas,Goncalves,Jackson,D,120000.0,141375.0
Seattle Sounders FC,Gonzalez,Leonardo,D,125000.0,125000.0
LA Galaxy,Gonzalez,Omar,D,180000.0,257000.0
San Jose Earthquakes,Gordon,Alan,F,110000.0,120000.0
Real Salt Lake,Grabavoy,Ned,M,120000.0,126666.67
Chicago Fire,Grazzini,Sebastian,M,50400.0,50400.0
Columbus Crew,Grossman,Cole,M,44100.0,44100.0
Columbus Crew,Gruenebaum,Andy,GK,77000.0,78666.67
Seattle Sounders FC,Gspurning,Michael,GK,200000.0,275000.0
FC Dallas,Guarda,Bruno,M,60000.0,75000.0
Chicago Fire,Gulley,Kellen,F,55000.0,69000.0
San Jose Earthquakes,Guvenisik,Sercan,F,90000.0,103333.33
New England Revolution,Guy,Ryan,F,44100.0,44100.0
Seattle Sounders FC,Hahnemann,Marcus,GK,60000.0,60000.0
Houston Dynamo,Hainault,Andrew,D,150000.0,163125.0
Toronto FC,Hall,Frederick,GK,44004.0,44004.0
Toronto FC,Hall,Jeremy,M,100000.0,149000.0
Houston Dynamo,Hall,Tally,GK,120000.0,129375.0
DC United,Hamid,Bill,GK,70000.0,84750.0
Toronto FC,Harden,Ty,D,90000.0,98666.67
Sporting Kansas City,Harrington,Michael,M-D,125000.0,151833.33
Vancouver Whitecaps,Harris,Atiba,M-F,150000.0,158275.0
Philadelphia Union,Harrison,Chase,GK,44000.04,44000.04
FC Dallas,Hartman,Kevin,GK,165000.0,185000.0
Vancouver Whitecaps,Harvey,Jordan,D,100000.0,100000.0
Toronto FC,Hassli,Eric,F,550000.0,790000.0
FC Dallas,Hedges,Matt,D,44000.0,59000.0
Sporting Kansas City,Hedrick,Cyprian,M,33756.0,33756.0
Columbus Crew,Heinemann,Tommy,F,47250.0,47250.0
Toronto FC,Henry,Doneil,D,44100.0,45100.0
New York Red Bulls,Henry,Thierry,F,5000000.0,5600000.0
Philadelphia Union,Hernandez,Cristhian,M,52500.0,54375.0
FC Dallas,Hernandez,Daniel,M-D,75000.0,75000.0
San Jose Earthquakes,Hernandez,Jason,D,175000.0,175000.0
FC Dallas,Hernandez,Moises,D,33756.0,35381.0
New York Red Bulls,Hertzog,Corey,F,75000.0,103500.0
Columbus Crew,Hesmer,William,GK,170000.0,181000.0
Columbus Crew,Higuain,Federico,M-F,160000.0,324000.0
Colorado Rapids,Hill,Kamani,M,44004.0,44004.0
Philadelphia Union,Hoffman,Chandler,F,65000.0,91000.0
Portland Timbers,Hogg,Ian,D,44000.04,44000.04
New York Red Bulls,Holgersson,Markus,D,190000.0,190000.0
Philadelphia Union,Hoppenot,Antoine,F,44000.0,44000.0
Portland Timbers,Horst,David,D,65000.0,65000.0
Columbus Crew,Horton,Aaron,F,55000.0,70500.0
Seattle Sounders FC,Hurtado,John Kennedy,D,160000.0,161000.0
San Jose Earthquakes,Hustedt,Jacob,M,33756.0,33756.0
Seattle Sounders FC,Ianni,Patrick,D,89303.0,89303.0
Montreal Impact,Iapichino,Dennis,D,102000.0,102000.0
FC Dallas,Ihemelu,Ugo,D,190000.0,190000.0
New England Revolution,Imbongo,Dmitry,F,69999.96,79874.96
CHV,Iraheta,Marvin,M,33750.0,33750.0
FC Dallas,Jacobson,Andrew,M,87500.0,100000.0
DC United,Jakovic,Dejan,D,208000.0,228043.0
Montreal Impact,James,Evan,M,33750.0,33750.0
Columbus Crew,James,Julius,D,100000.0,100000.0
FC Dallas,Jara,Matias,F,60000.0,60000.0
CHV,Jazic,Ante,D,117500.0,117500.0
Portland Timbers,Jean-Baptiste,Andrew,D,60000.0,75000.0
Portland Timbers,Jewsbury,Jack,D,180000.0,189750.0
LA Galaxy,Jimenez,Hector,M,44000.0,44000.0
Seattle Sounders FC,Johansson,Adam,D,175000.0,182833.33
FC Dallas,John,George,D,47250.0,47250.0
Seattle Sounders FC,Johnson,Eddie,F,100000.0,106333.33
Toronto FC,Johnson,Ryan,M,137813.0,137813.0
Chicago Fire,Johnson,Sean,GK,90000.0,123000.0
Real Salt Lake,Johnson,Will,F,243750.0,243750.0
LA Galaxy,Jordan,Bryan,F,55000.0,55000.0
Philadelphia Union,Jordan,Greg,M,44000.0,44000.0
Sporting Kansas City,Joseph,Peterson,M,44100.0,44100.0
CHV,Joseph,Shalrie,M,495000.0,554333.33
Colorado Rapids,Joyce,Ian,GK,44004.0,44004.0
Chicago Fire,Jumper,Hunter,D,33750.0,33750.0
LA Galaxy,Juninho,,M,50000.0,65625.0
Sporting Kansas City,Kamara,Kei,F,210000.0,212500.0
Houston Dynamo,Kandji,Macoumba,F,135000.0,162988.37
Portland Timbers,Kawulok,Ryan,M,33750.0,33750.0
LA Galaxy,Keane,Robbie,F,2917241.0,3417242.75
LA Galaxy,Keat,Daniel,M,46200.0,68700.0
New York Red Bulls,Keel,Stephen,D,65000.0,65000.0
Sporting Kansas City,Kempin,Jonathan,GK,46500.0,53583.33
CHV,Kennedy,Dan,GK,175000.0,175000.0
Portland Timbers,Kimura,Kosuke,D,71466.0,71466.0
DC United,King,Stephen,M,65000.0,67500.0
Chicago Fire,Kinney,Steven,D,44100.0,44100.0
DC United,Kitchen,Perry,D,85500.0,170950.0
Vancouver Whitecaps,Klazura,Greg,D,33750.0,33750.0
Colorado Rapids,Klute,Chris,D,33750.0,33750.0
Vancouver Whitecaps,Knighton,Brad,GK,55000.0,55000.0
Toronto FC,Kocic,Milos,GK,44100.0,44100.0
Toronto FC,Koevermans,Danny,F,1150000.0,1563323.33
Vancouver Whitecaps,Koffie,Gershon,M,90000.0,92500.0
Philadelphia Union,Konopka,Chris,GK,44000.0,44000.0
DC United,Korb,Chris,D,44100.0,44100.0
Sporting Kansas City,Kronberg,Eric,GK,69850.0,69850.0
CHV,LaBrocca,Nick,M,95288.0,97788.0
New York Red Bulls,Lade,Connor,D,33750.0,33750.0
Philadelphia Union,Lahoud,Michael,M,75196.0,84571.0
Toronto FC,Lambe,Reggie,M,60000.0,62500.0
Columbus Crew,Lampson,Matt,GK,44000.0,44000.0
Colorado Rapids,Larentowicz,Jeff,D,200000.0,206000.0
New York Red Bulls,Le Toux,Sebastian,M,145000.0,169000.0
New England Revolution,Lechner,Florian,D,44004.0,48104.0
FC Dallas,Lee,Alex,D,33756.0,33756.0
San Jose Earthquakes,Lenhart,Steven,F,180000.0,187500.0
FC Dallas,Leyva,Bryan,M,60000.0,75833.33
New York Red Bulls,Lindpere,Joel,M,170000.0,195000.0
Toronto FC,Lindsay,Nicholas,F,44100.0,45100.0
LA Galaxy,Lopes,David Junior,D,47250.0,47250.0
Philadelphia Union,Lopez,Porfirio,D,120000.0,125087.5
FC Dallas,Loyd,Zach,M,73975.0,118600.0
FC Dallas,Luna,Ruben,F,60000.0,84791.67
Chicago Fire,MacDonald,Sherjill,F,360000.0,487125.0
Philadelphia Union,MacMath,Zac,GK,90000.0,135000.0
LA Galaxy,Magee,Mike,F,124135.0,126635.0
Toronto FC,Makubuya,Keith,F,44000.0,44000.0
Montreal Impact,Mallace,Calum,M,44000.0,59000.0
Real Salt Lake,Mansally,Kenny,F,33750.0,35750.0
Montreal Impact,Mapp,Justin,M,210000.0,218333.33
FC Dallas,Marcelin,James,M,44000.04,44000.04
Sporting Kansas City,Markovic,Neven,D,90000.0,90000.0
New York Red Bulls,Marquez,Rafael,D,4600000.0,4600000.0
Houston Dynamo,Marscheider,Erich,GK,33750.0,33750.0
Columbus Crew,Marshall,Chad,D,310000.0,341250.0
Colorado Rapids,Marshall,Tyrone,D,90000.0,93250.0
Real Salt Lake,Martinez,Enzo,M,65000.0,91000.0
Philadelphia Union,Martinez,Josue,F,65000.0,71062.5
Seattle Sounders FC,Martinez,Mario,M,48000.0,48000.0
Montreal Impact,Martins,Felipe,M,120000.0,120000.0
Colorado Rapids,Mastroeni,Pablo,M-D,240000.0,245000.0
Vancouver Whitecaps,Mattocks,Darren,F,100000.0,192000.0
Toronto FC,Maund,Aaron,D,44000.0,59000.0
LA Galaxy,McBean,Jack,F,70000.0,91000.0
New England Revolution,McCarthy,Stephen,M,51700.0,82950.0
New York Red Bulls,McCarty,Dax,M,174375.0,194375.0
DC United,McDonald,Brandon,M,220000.0,258250.0
Philadelphia Union,McInerney,Jack,F,76000.0,140166.67
CHV,McKenzie,Rauwshan,D,44000.0,44000.0
CHV,McLain,Patrick,GK,33750.0,33750.0
Philadelphia Union,McLaughlin,James,M,48000.0,57000.0
New York Red Bulls,Meara,Ryan,GK,33750.0,33750.0
CHV,Melia,Tim,GK,44000.0,44000.0
Columbus Crew,Mendes,Carlos,D,103084.0,106209.0
Columbus Crew,Meram,Justin,F,46200.0,70575.0
Seattle Sounders FC,Meredith,Bryan,GK,33750.0,33750.0
LA Galaxy,Meyer,Tommy,D,44000.0,57750.0
Vancouver Whitecaps,Miller,Kenny,F,1221816.0,1239316.0
Sporting Kansas City,Miller,Kyle,M,33750.0,33750.0
New York Red Bulls,Miller,Roy,M,112495.5,112495.5
CHV,Minda,Oswaldo,M,50000.0,68750.0
Columbus Crew,Miranda,Sebastian,D,135000.0,140000.0
Columbus Crew,Mirosevic,Milovan,M/F,200000.0,223333.33
Vancouver Whitecaps,Mitchell,Carlyle,D,44100.0,44100.0
Houston Dynamo,Moffat,Adam,M,59535.0,59535.0
Montreal Impact,Montano,Miguel,F,33750.0,33750.0
Seattle Sounders FC,Montero,Fredy,F,600000.0,756000.0
Colorado Rapids,Moor,Drew,D,200004.0,212004.0
Real Salt Lake,Morales,Javier,M,425000.0,477500.0
CHV,Moreno,Alejandro,F,185000.0,195000.0
Toronto FC,Morgan,Ashtone,D,44000.0,56000.0
San Jose Earthquakes,Morrow,Justin,D,102000.0,111562.5
Portland Timbers,Mosquera,Hanyer,D,75000.0,97500.0
Colorado Rapids,Mullan,Brian,M,152000.0,160335.0
Real Salt Lake,Muniz,Nico,M,33750.0,35750.0
New England Revolution,Murray,Tim,GK,44100.0,44100.0
Portland Timbers,Mwanga,Danny,F,250000.0,356250.0
Sporting Kansas City,Myers,Chance,D-M,86000.0,101666.67
Sporting Kansas City,Nagamura,Paulo,M,250000.0,255500.0
Portland Timbers,Nagbe,Darlington,M/F,90000.0,226000.0
DC United,Najar,Andy,M-F,150000.0,180800.0
LA Galaxy,Nakazawa,Kyle,M,51150.0,51150.0
Vancouver Whitecaps,Nanchoff,Michael,M,66000.0,101000.0
Colorado Rapids,Nane,Joseph,M,44100.0,44100.0
Montreal Impact,Neagle,Lamar,M,44000.0,44000.0
DC United,Neal,Lewis,M,44004.0,47004.0
Montreal Impact,Nesta,Alessandro,D,180000.0,225000.0
San Jose Earthquakes,Newton,Evan,GK,33756.0,33756.0
New England Revolution,Nguyen,Lee,M/F,44000.0,50500.0
Sporting Kansas City,Nielsen,Jimmy,GK,200000.0,220000.0
Chicago Fire,Nolly,Jay,GK,78250.0,78250.0
LA Galaxy,Noonan,Pat,F,70000.0,70000.0
Chicago Fire,Nyarko,Patrick,F,200000.0,219500.0
New England Revolution,Nyassi,Sainey,M,84000.0,90750.0
Montreal Impact,Nyassi,Sanna,M,125000.0,132625.0
Vancouver Whitecaps,O'Brien,Andy,D,150000.0,192250.0
Seattle Sounders FC,Ochoa,Sammy,F,55000.0,57500.0
Toronto FC,O'Dea,Darren,D,330000.0,436250.0
Chicago Fire,Oduro,Dominic,F,106880.0,108880.0
Philadelphia Union,Okugo,Amobi,M,90000.0,173000.0
Real Salt Lake,Olave,Jamison,D,200000.0,250000.0
Sporting Kansas City,Olum,Lawrence,M/D,44100.0,44100.0
Colorado Rapids,O'Neill,Shane,M,44004.0,55504.0
San Jose Earthquakes,Opara,Ike,D,100000.0,185900.0
Columbus Crew,O'Rourke,Danny,D,133100.0,145600.0
Montreal Impact,Ouimette,Karl,D,33750.0,33750.0
Houston Dynamo,Ownby,Brian,M,44000.0,44000.0
DC United,Pajoy,Lionard,F,180000.0,195000.0
Chicago Fire,Paladini,Daniel,M,82500.0,86978.25
Colorado Rapids,Palguta,Scott,D,63670.0,63670.0
Portland Timbers,Palmer,Lovel,M,85000.0,96250.0
New York Red Bulls,Palsson,Victor,M,80000.0,95000.0
Chicago Fire,Pardo,Pavel,M,250000.0,250000.0
Seattle Sounders FC,Parke,Jeff,D,185325.0,185325.0
Chicago Fire,Pause,Logan,M,170000.0,187833.33
New York Red Bulls,Pearce,Heath,D,292499.0,301999.0
FC Dallas,Perez,Blas,F,285000.0,309250.0
LA Galaxy,Perk,Brian,GK,76000.0,110100.0
Montreal Impact,Perkins,Troy,GK,190000.0,201833.33
FC Dallas,Pertuz,Hernan,D,84000.0,84000.0
Sporting Kansas City,Peterson,Jacob,F,81000.0,85833.33
Philadelphia Union,Pfeffer,Zach,M,60000.0,70000.0
Colorado Rapids,Pickens,Matt,GK,178538.0,181038.0
Chicago Fire,Pineda,Victor,M,44100.0,50842.42
San Jose Earthquakes,Pizarro,Cesar,F,33756.0,33756.0
Toronto FC,Plata,Joao,F,50000.0,50000.0
New England Revolution,Polak,Tyler,D,60000.0,73000.0
DC United,Pontius,Chris,M-F,155000.0,166250.0
Chicago Fire,Puppo,Federico,F,100000.0,100000.0
New England Revolution,Purdie,Alec,F,33756.0,33756.0
Portland Timbers,Purdy,Steve,D,44000.0,44000.0
New England Revolution,Reis,Matt,GK,157000.0,159666.67
Portland Timbers,Renken,Charles,M,33750.0,33750.0
Columbus Crew,Renteria,Emilio,F,132000.0,133875.0
Real Salt Lake,Reynish,Kyle,GK,66000.0,74304.0
LA Galaxy,Ribeiro Da Silva,Leonardo,D,90000.0,131250.0
Portland Timbers,Richards,Brent,F,62500.0,70867.29
Vancouver Whitecaps,Richards,Dane,M-F,170000.0,181500.0
Portland Timbers,Ricketts,Donovan,GK,250000.0,275000.0
CHV,Riley,James,D,120000.0,125750.0
Real Salt Lake,Rimando,Nick,GK,170000.0,178250.0
Portland Timbers,Rincon,Sebastian,F,33750.0,33750.0
San Jose Earthquakes,Ring,Brad,M,44100.0,44100.0
Montreal Impact,Rivas,Nelson,D,50000.0,50000.0
Colorado Rapids,Rivero,Martin,M,50004.0,50004.0
New England Revolution,Roach,Michael,F,33756.0,33756.0
Chicago Fire,Robayo,Rafael,M,100000.0,132500.0
Toronto FC,Roberts,Quillan,GK,33750.0,33750.0
New York Red Bulls,Robles,Luis,GK,44000.04,46500.04
Vancouver Whitecaps,Robson,Barry,M,439999.92,596499.92
Vancouver Whitecaps,Rochat,Alain,D,170000.0,170000.0
FC Dallas,Rodriguez,Carlos,D,55008.0,64383.0
Chicago Fire,Rolfe,Chris,F,174996.0,198329.33
Houston Dynamo,Rolfe,Colin,F,44000.0,59000.0
CHV,Romero,Cesar,F,33750.0,33750.0
Seattle Sounders FC,Rosales,Mauro,M,200000.0,225000.0
Seattle Sounders FC,Rose,Andy,M,33756.0,33756.0
Sporting Kansas City,Rosell,Oriol,M,90000.0,98750.0
LA Galaxy,Rowe,Brian,GK,33750.0,33750.0
New England Revolution,Rowe,Kelyn,M,75000.0,156000.0
DC United,Rozeboom,Lance,M,33756.0,33756.0
DC United,Russell,Robbie,D-M,107000.0,109919.31
New York Red Bulls,Ruthven,Tyler,D,33750.0,33750.0
Sporting Kansas City,Saad,Soony,F,44000.0,44000.0
Real Salt Lake,Saborio,Alvaro,F,350000.0,405625.0
Vancouver Whitecaps,Salgado,Omar,F,90000.0,131868.67
DC United,Salihi,Hamdi,F,305460.0,487460.0
San Jose Earthquakes,Salinas,Shea,M,82000.0,87975.08
New York Red Bulls,Sam,Lloyd,F,120000.0,140250.0
FC Dallas,Sanchez,Richard,GK,44000.0,45000.0
DC United,Santos,Maicon,F,106400.0,113833.33
Vancouver Whitecaps,Sanvezzo,Camilo,F,200000.0,237500.0
Sporting Kansas City,Sapong,CJ,F,65000.0,82000.0
DC United,Saragosa,Marcelo,M,70000.0,74333.33
Houston Dynamo,Sarkodie,Kofi,D,90000.0,135500.0
LA Galaxy,Sarvas,Marcelo,M,135000.0,161875.0
,Sassano,Luke,M-D,81000.0,83025.0
LA Galaxy,Saunders,Josh,GK,74545.0,77678.75
Colorado Rapids,Schmidt,Luis Eduardo,M-F,120000.0,139458.33
Columbus Crew,Schoenfeld,Aaron,F,33750.0,33750.0
Real Salt Lake,Schuler,Chris,D,44000.0,44000.0
Seattle Sounders FC,Scott,Zach,D,46314.0,46314.0
FC Dallas,Sealy,Scott,F,50004.0,50004.0
Seattle Sounders FC,Seamon,Michael,M,33750.0,33750.0
Real Salt Lake,Sebastian,Juan,M,33750.0,33750.0
Montreal Impact,Sebrango,Eduardo,F,44000.0,44000.0
Chicago Fire,Segares,Gonzalo,D,210000.0,217750.0
FC Dallas,Seitz,Chris,GK,75000.0,75000.0
New England Revolution,Sene,Saer,F,138000.0,148843.79
DC United,Shanosky,Conor,D,70000.0,84218.83
POOL,Sharpe,Chris,GK,44100.0,44100.0
FC Dallas,Shea,Brek,M-D,310000.0,354000.0
New England Revolution,Shuttleworth,Robert,GK,44100.0,44100.0
Toronto FC,Silva,Luis,M,44000.0,79000.0
