club,last_name,first_name,position,base_salary,guaranteed_compensation
New England Revolution,Simms,Clyde,M,75000.0,78333.33
Sporting Kansas City,Sinovic,Seth,M-D,60000.0,66750.0
Colorado Rapids,Smith,Jamie,M,148992.0,158992.0
CHV,Smith,Ryan,M-F,160000.0,205666.67
Portland Timbers,Smith,Steven,D,108000.0,120500.0
New England Revolution,Soares,AJ,D,76450.0,116450.0
Seattle Sounders FC,Sodade,Babayele,F,33756.0,33756.0
New York Red Bulls,Solli,Jan Gunnar,M,185000.0,185000.0
Portland Timbers,Songo'o,Franck,M,70000.0,70000.0
Houston Dynamo,Soto,Josue,M,33750.0,38750.0
Philadelphia Union,Soumare,Bakary,D,240000.0,280000.0
POOL,Spangler,Steve,GK,33750.0,33750.0
Columbus Crew,Speas,Ben,F,58000.0,58000.0
Real Salt Lake,Steele,Jonny,M,44000.0,47562.5
LA Galaxy,Stephens,Michael,M,72050.0,93300.0
San Jose Earthquakes,Stephenson,Khari,M,190000.0,203333.33
Seattle Sounders FC,Steres,Daniel,D,33750.0,33750.0
Toronto FC,Stinson,Matthew,M,44000.0,44000.0
Houston Dynamo,Sturgis,Nathan,D-M,89250.0,93500.0
Montreal Impact,Sutton,Greg,GK,65000.0,65000.0
Vancouver Whitecaps,Sylvestre,Brian,GK,33750.0,33750.0
New York Red Bulls,Tainio,Teemu,M,200000.0,205000.0
DC United,Tan,Long,F,44000.0,44000.0
Portland Timbers,Taylor,Christopher,D,33750.0,33750.0
Houston Dynamo,Taylor,Jermaine,D,60375.0,65375.0
Columbus Crew,Tchani,Tony,M,105000.0,209000.0
Vancouver Whitecaps,Teibert,Russell,M,55000.0,60600.0
Seattle Sounders FC,Tetteh,Michael,M,66000.0,83663.06
Colorado Rapids,Thomas,Hendry,M,187800.0,197800.0
Sporting Kansas City,Thomas,Michael,M,55000.0,57963.21
Montreal Impact,Thomas,Shavar,D,80000.0,94666.67
Chicago Fire,Thompson,Wells,M,87188.0,95313.0
Vancouver Whitecaps,Thorrington,John,M,170000.0,170000.0
New England Revolution,Tierney,Chris,D-M,73125.0,74791.67
Seattle Sounders FC,Tiffert,Christian,M,600000.0,625000.0
New England Revolution,Toja,Juan,M-F,180000.0,200000.0
FC Dallas,Top,Jonathan,F,44100.0,44100.0
Chicago Fire,Tornaghi,Paolo,GK,33750.0,33750.0
Philadelphia Union,Torres,Roger,M,116160.0,119285.0
CHV,Townsend,Casey,F,44000.0,79000.0
San Jose Earthquakes,Tracy,Marcus,F,44000.04,44000.04
Montreal Impact,Ubiparipovic,Sinisa,M,55000.0,55000.0
Vancouver Whitecaps,Ulisses,Tiago,M,90000.0,103852.5
FC Dallas,Ulloa,Victor,M,44000.0,46500.0
CHV,Vagenas,Peter,M,70000.0,85000.0
Philadelphia Union,Valdes,Carlos,D,268000.0,268000.0
CHV,Valencia,John,D,50000.0,50000.0
Portland Timbers,Valencia,Jose Adolfo,F,44000.0,44000.0
Montreal Impact,Valentin,Zarek,D,90000.0,142000.0
Columbus Crew,Vargas,Olman,F,170000.0,175000.0
Real Salt Lake,Viana,David Junior,M,44000.04,47450.04
Chicago Fire,Videira,Michael,M,44100.0,44725.0
LA Galaxy,Vilhelmsson,Christian,F,168000.0,190650.0
CHV,Villafana,Jorge,F,66000.0,67666.67
FC Dallas,Villar,Ricardo,M,80004.0,80004.0
LA Galaxy,Villareal,Joseph,M,33750.0,35625.0
Columbus Crew,Vukovich,Nemanja,D,108000.0,125500.0
New York Red Bulls,Vuolo,Jeremy,GK,44000.0,44000.0
Colorado Rapids,Wahl,Tyson,D,65000.0,86086.67
LA Galaxy,Walker,Kenney,M,33750.0,33750.0
Colorado Rapids,Wallace,Anthony,D-M,63394.0,63394.0
Portland Timbers,Wallace,Rodney,M-D,110000.0,159000.0
Chicago Fire,Walls,Tony,M,33750.0,33750.0
San Jose Earthquakes,Ward,Tim,D,65000.0,65000.0
Montreal Impact,Warner,Collen,M-F,46725.0,60475.0
FC Dallas,Warshaw,Bobby,D,46200.0,57450.0
Sporting Kansas City,Warzycha,Konrad,M,33750.0,33750.0
Vancouver Whitecaps,Watson,Matt,M,65000.0,68501.98
Houston Dynamo,Watson,Je-Vaughn,M,95000.0,111875.0
Real Salt Lake,Watson-Siriboe,Kwame,D,48400.0,48400.0
Houston Dynamo,Weaver,Cam,F,98175.0,106425.0
Seattle Sounders FC,Weber,Andrew,GK,51996.0,58445.93
Montreal Impact,Wenger,Andrew,D/F,100000.0,202000.0
DC United,White,Ethan,D,70000.0,86000.0
,White,Jeremiah,M,44004.0,44004.0
Seattle Sounders FC,White,O'Brian,F,110000.0,110000.0
Toronto FC,Wiedeman,Andrew,F,80000.0,123000.0
Toronto FC,Williams,Dicoy,D,52500.0,52500.0
Columbus Crew,Williams,Josh,D,44100.0,44100.0
Philadelphia Union,Williams,Sheanon,F,85000.0,90500.0
DC United,Willis,Joe,GK,44100.0,44100.0
Real Salt Lake,Wingert,Chris,D,145000.0,145000.0
Philadelphia Union,Witkowski,Krystian,F,44000.04,44000.04
DC United,Wolff,Josh,F,80004.0,80004.0
San Jose Earthquakes,Wondolowski,Chris,M,300000.0,300000.0
DC United,Woolard,Daniel,D,56250.0,56250.0
Colorado Rapids,Wynne,Marvell,D,250000.0,326666.67
Vancouver Whitecaps,Young-Pyo,Lee,D,140000.0,174200.0
Seattle Sounders FC,Zakuani,Steve,F,110000.0,208000.0
Colorado Rapids,Zapata,Luis,D,65460.0,69043.33
San Jose Earthquakes,Zayner,Jed,D,60000.0,61666.67
CHV,Zemanski,Ben,M,57690.0,60190.0
Portland Timbers,Zizzo,Sal,F,73125.0,81414.06
Sporting Kansas City,Zusi,Graham,F-M,105000.0,138812.5
